ID,VO_STR,RXN
VO_0011377,B. pertussis BrkA protein vaccine,
VO_0011460,C. posadasii subunit PMP1 protein vaccine,
VO_0001605,Avian Pneumovirus Modified Live Virus Vaccine (USDA: 1A31.20),
VO_0002212,Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Modified Live Virus Vaccine-Leptospira Canicola-Icterohaemorrhagiae Bacterin (USDA: 4639.21),
VO_0004786,rS.C-APP-ApxIIA,
VO_0001792,Erysipelothrix Rhusiopathiae Avirulent Live Culture Vaccine (USDA: 1541.03),
VO_0001633,Bursal Disease Killed Virus Vaccine (USDA: 1275.02),
VO_0005410,SYS6006,
VO_0004223,B. anthracis rPA Vaccine with Rehydragel HPA adjuvant,
VO_0004846,MENVEO vaccine 0.5 ML Injection,901518
VO_0006000,adenovirus vaccine unspecified formulation,
VO_0007578,autologous dendritic cells (DCs) vaccine,
VO_0001517,Canarypox virus vaccine,
VO_0007028,NY-ESO-B Vaccine,
VO_0004366,Herpes simplex virus DNA vaccine Delta-gB-2 encoding gB,
VO_0005459,"Diphtheria, tetanus toxoids and acellular pertussis vaccine, unspecified formulation",
VO_0003319,pneumococcal capsular polysaccharide type 15B vaccine 0.05 MG/ML,854941
VO_0004498,Avian influenza virus DNA vaccine pN1NA encoding N1 neuraminidase,
VO_0015016,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injection",1658069
VO_0007394,ICT-121 Dendritic Cell Vaccine,
VO_0000043,FluLaval,
VO_0003532,Betaproteobacteria vaccine,
VO_0001349,SAF-1 vaccine adjuvant,
VO_0015041,"L1 protein, Human papillomavirus type 16 Vaccine 0.12 MG/ML",1597083
VO_0005287,LiT4 vaccine adjuvant,
VO_0001051,porcine adenovirus 3 vaccine vector,
VO_0000993,V1R DNA vaccine plasmid,
VO_0003481,influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML,1664469
VO_0003408,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine,798444
VO_0005384,TRAC478 vaccine adjuvant,
VO_0001352,ty particles vaccine adjuvant,
VO_0004864,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y 0.1 MG/ML,350966
VO_0003511,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.03 MG/ML",1303851
VO_0005028,pCI30 DNA vaccine plasmid,
VO_0000599,recombinant vaccine vector,
VO_0003218,pneumococcal capsular polysaccharide type 12F vaccine,854936
VO_0001289,calcium phosphate gel vaccine adjuvant,
VO_0001307,non-ionic surfactant vesicles vaccine adjuvant,
VO_0000302,pRc/CMV2 DNA vaccine plasmid,
VO_0003320,pneumococcal capsular polysaccharide type 17F vaccine 0.05 MG/ML,854943
VO_0005063,pIRES1neo DNA vaccine plasmid,
VO_0001056,measles virus vaccine vector,
VO_0004862,meningococcal group C polysaccharide 0.1 MG/ML,350967
VO_0000114,pCAGGST7 DNA vaccine plasmid,
VO_0003037,lactose vaccine stabilizer,
VO_0005358,AS01B vaccine adjuvant,
VO_0005288,INI-4001 vaccine adjuvant,
VO_0001055,chimpanzee adenovirus vaccine vector,
VO_0000995,pVAC1 3.0 DNA vaccine plasmid,
VO_0003482,influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML,1661110
VO_0005385,GLA-3M-052-LS vaccine adjuvant,
VO_0005367,MPL + TDM vaccine adjuvant,
VO_0003512,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.12 MG/ML",1304299
VO_0005029,pCP15/60 DNA vaccine plasmid,
VO_0003219,pneumococcal capsular polysaccharide type 14 vaccine,854938
VO_0001251,LTK63 vaccine mutant,
VO_0001308,PMMA vaccine adjuvant,
VO_0000304,pRK DNA vaccine plasmid,
VO_0003321,pneumococcal capsular polysaccharide type 18C vaccine 0.05 MG/ML,854945
VO_0003385,"tetanus toxoid vaccine, inactivated 10 UNT/ML",798307
VO_0005064,pRc/RSV DNA vaccine plasmid,
VO_0001057,Coxsackievirus vaccine vector,
VO_0004889,meningococcal group A polysaccharide 0.1 MG/ML,328467
VO_0000116,pCBINT DNA vaccine plasmid,
VO_0003027,human serum albumin vaccine additive,
VO_0006092,LMQ vaccine adjuvant,
VO_0005289,INI-2004 vaccine adjuvant,
VO_0001081,adenovirus serotype 5 vaccine vector,
VO_0000997,pSin-CMV-Vac DNA vaccine plasmid,
VO_0003483,influenza B virus B/Brisbane/60/2008 antigen 0.12 MG/ML,1801177
VO_0005386,3M-052-SE vaccine adjuvant,
VO_0000133,Freund's emulsified oil adjuvant,
VO_0003513,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus 0.09 MG/ML",1304308
VO_0005030,pUMVC3 DNA vaccine plasmid,
VO_0015055,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML,762818
VO_0003220,pneumococcal capsular polysaccharide type 15B vaccine,854940
VO_0001272,EtxB vaccine adjuvant,
VO_0001309,protein cochleates vaccine adjuvant,
VO_0000305,pRSV DNA vaccine plasmid,
VO_0003322,pneumococcal capsular polysaccharide type 19A vaccine 0.05 MG/ML,854947
VO_0003401,"tetanus toxoid vaccine, inactivated 20 UNT/ML",801712
VO_0005065,pCI-TPA DNA vaccine plasmid,
VO_0001060,Newcastle disease virus vaccine vector,
VO_0000200,influenza A virus A/California/7/2009 (H1N1) antigen,1657331
VO_0000117,pCdm7 DNA vaccine plasmid,
VO_0003033,bovine serum albumin vaccine additive,
VO_0006095,SMNP vaccine adjuvant,
VO_0005290,INI-2002 vaccine adjuvant,
VO_0001082,AcMNPV vector,
VO_0000998,pGACAG DNA vaccine plasmid,
VO_0003485,influenza B virus B/Brisbane/60/2008 antigen 158000000 UNT/ML,1946982
VO_0005387,3M-052-Alum vaccine adjuvant,
VO_0000190,squalene vacccine adjuvant,
VO_0005031,pcDNA1 DNA vaccine plasmid,
VO_0003221,pneumococcal capsular polysaccharide type 17F vaccine,854942
VO_0001321,LTR192G vaccine adjuvant,
VO_0001316,stearyl tyrosine vaccine adjuvant,
VO_0000306,pRSV0 DNA vaccine plasmid,
VO_0003324,pneumococcal capsular polysaccharide type 19F vaccine 0.05 MG/ML,854949
VO_0003406,"tetanus toxoid vaccine, inactivated 8 UNT/ML",316782
VO_0003455,"diphtheria toxoid vaccine, inactivated",798304
VO_0005066,pCSIVgag DNA vaccine plasmid,
VO_0001062,myxoma virus vaccine vector,
VO_0003453,influenza A virus A/Christchurch/16/2010 (H1N1) antigen,1657222
VO_0000130,pcDNA I/Amp DNA vaccine plasmid,
VO_0003497,"Influenza A virus vaccine, A-California-7-2009 (H1N1)-like virus",1303851
VO_0003235,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML,1657331
VO_0006096,ALFQ vaccine adjuvant,
VO_0005291,Fos47 vaccine adjuvant,
VO_0000420,pathogen organism component in vaccine,
VO_0001086,complex adenovirus vaccine vector,
VO_0001004,pcDNA3.1/V5-His DNA vaccine plasmid,
VO_0003487,influenza B virus B/Utah/9/2014 antigen 0.03 MG/ML,1657135
VO_0005388,SWE vaccine adjuvant,
VO_0001271,Montanide vaccine adjuvant,
VO_0005032,pCAT DNA vaccine plasmid,
VO_0003222,pneumococcal capsular polysaccharide type 18C vaccine,854944
VO_0001344,LTK72 vaccine adjuvant,
VO_0001317,Theramide vaccine adjuvant,
VO_0000313,pSC65 DNA vaccine plasmid,
VO_0003325,pneumococcal capsular polysaccharide type 2 vaccine 0.05 MG/ML,854951
VO_0003407,"tetanus toxoid vaccine, inactivated 4 UNT/ML",331444
VO_0005067,pVacc4 DNA vaccine plasmid,
VO_0001063,Maraba virus vaccine vector,
VO_0003410,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine Injectable Product,1159739
VO_0003477,influenza A virus A/Brisbane/10/2010 (H1N1) antigen,1657127
VO_0000132,pcDNA3 DNA vaccine plasmid,
VO_0003260,influenza A virus A/California/7/2009 (H1N1) antigen 0.12 MG/ML,1658708
VO_0006099,GLA-Alum vaccine adjuvant,
VO_0006102,oligonucleotide vaccine adjuvant,
VO_0003049,vaccine conjugate protein,
VO_0001087,human adenovirus vaccine vector,
VO_0001005,pSecTag2 C DNA vaccine plasmid,
VO_0003489,influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML,1657229
VO_0003421,Hepatitis B Surface Antigen Vaccine Injection,1657681
VO_0005389,SQ vaccine adjuvant,
VO_0001238,Ribi vaccine adjuvant,
VO_0005033,pGT36 DNA vaccine plasmid,
VO_0003223,pneumococcal capsular polysaccharide type 19A vaccine,854944
VO_0003154,ISS 1018 CpG ODN vaccine adjuvant,
VO_0001318,CRL1005 vaccine adjuvant,
VO_0000314,pSG2 DNA vaccine plasmid,
VO_0003326,pneumococcal capsular polysaccharide type 20 vaccine 0.05 MG/ML,854953
VO_0005068,pBC12B1 DNA vaccine plasmid,
VO_0001072,duck enteritis virus vector,
VO_0003413,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine 0.265 MG/ML,798445
VO_0003600,influenza A virus A/Michigan/45/2015 (H1N1) antigen,1928289
VO_0000158,pcDNA3.1 DNA vaccine plasmid,
VO_0003507,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus",1304122
VO_0003450,influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML,1660921
VO_0006100,SLA-Alum vaccine adjuvant,
VO_0005295,CaPNP (CaPtivant)(TM) vaccine adjuvant,
VO_0001129,non-replicating adenovirus accine vector,
VO_0001007,pBC12/CMV/IL-2 DNA vaccine plasmid,
VO_0003490,influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML,1660923
VO_0003416,Hepatitis B Surface Antigen Vaccine Injectable Suspension,798420
VO_0005390,LQ vaccine adjuvant,
VO_0001260,Titermax Gold vaccine adjuvant,
VO_0004840,Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML,901516
VO_0005034,VR1040 DNA vaccine plasmid,
VO_0003224,pneumococcal capsular polysaccharide type 19F vaccine,854948
VO_0001242,cholera toxin B subunit vaccine adjuvant,
VO_0001328,imiquimod vaccine adjuvant,
VO_0000320,pTHamp DNA vaccine plasmid,
VO_0003327,pneumococcal capsular polysaccharide type 22F vaccine 0.05 MG/ML,854955
VO_0005069,pGFP DNA vaccine plasmid,
VO_0001084,baculovirus vaccine vector,
VO_0003713,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen,1928290
VO_0000167,pcDNA3.1V5HisTOPO/TA DNA vaccine plasmid,
VO_0003452,influenza A virus A/California/7/2009 (H1N1) antigen 0.015 MG/ML,1724009
VO_0001285,Algal Glucan vaccine adjuvant,
VO_0005296,BECC470b vaccine adjuvant,
VO_0000435,DNA vaccine plasmid vector,
VO_0003950,"Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated 0.012 MG/ML",1300780
VO_0001131,replicating adenovirus accine vector,
VO_0005000,pCAGGSP7 DNA vaccine plasmid,
VO_0003491,influenza B virus B/Phuket/3073/2013 antigen 0.12 MG/ML,1658710
VO_0003419,Hepatitis B Surface Antigen Vaccine Prefilled Syringe,798425
VO_0005419,MicroCrystalline Tyrosine vaccine adjuvant,
VO_0001266,VSA-3 vaccine adjuvant,
VO_0004841,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML,901508
VO_0005035,pcTPA DNA vaccine plasmid,
VO_0003225,pneumococcal capsular polysaccharide type 2 vaccine,854950
VO_0001347,non-toxic mutant E112K of Cholera Toxin mCT-E112K vaccine adjuvant,
VO_0001329,resiquimod vaccine adjuvant,
VO_0000322,pTR600 DNA vaccine plasmid,
VO_0003330,pneumococcal capsular polysaccharide type 4 vaccine 0.05 MG/ML,854963
VO_0005070,pCMV-beta DNA vaccine plasmid,
VO_0001088,murine leukemia viral vector vaccine,
VO_0003804,influenza A virus A/Bolivia/559/2013 (H1N1) antigen,1664639
VO_0000175,pCEP4 DNA vaccine plasmid,
VO_0003523,"Influenza Virus Vaccine, Inactivated B-Brisbane-60-2008",857921
VO_0003469,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML,1657223
VO_0001292,gamma Inulin vaccine adjuvant,
VO_0004861,meningococcal group C polysaccharide 0.01 MG/ML,1437844
VO_0005297,BECC438s vaccine adjuvant,
VO_0000580,vaccine adjuvant,
VO_0003373,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 2000 UNT/ML Injection",1876705
VO_0005178,adenovirus serotype 26 vaccine vector,
VO_0005001,pCAGGS/MCS DNA vaccine plasmid,
VO_0003492,influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML,1946983
VO_0005420,GLA-SE vaccine adjuvant,
VO_0001301,MF59 vaccine adjuvant,
VO_0004842,Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML,901512
VO_0005036,pMV10.1 DNA vaccine plasmid,
VO_0003226,pneumococcal capsular polysaccharide type 20 vaccine,854952
VO_0000139,complete Freund's adjuvant,
VO_0001332,poly(I:C) vaccine adjuvant,
VO_0000324,pTVG4 DNA vaccine plasmid,
VO_0003331,pneumococcal capsular polysaccharide type 8 vaccine 0.05 MG/ML,854971
VO_0005071,pSW3891 DNA vaccine plasmid,
VO_0001102,retroviral vaccine vector,
VO_0003818,influenza A virus A/Slovenia/2903/2015 (H1N1) antigen,1946964
VO_0000209,pHIS64 DNA vaccine plasmid,
VO_0003521,"Influenza B virus vaccine, B-Wisconsin-1-2010-like virus",1303855
VO_0003478,influenza A virus A/Brisbane/10/2010 (H1N1) antigen 0.03 MG/ML,1799398
VO_0005207,Advax vaccine adjuvant,
VO_0003278,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 20000 UNT/ML,1292436
VO_0005298,BECC438b vaccine adjuvant,
VO_0000968,pBLUESCRIPT DNA vaccine plasmid,
VO_0003380,"0.5 ML Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML Injection",1658239
VO_0005177,gorilla adenovirus vector,
VO_0005002,pWRG DNA vaccine plasmid,
VO_0003493,influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML,1664470
VO_0015015,"0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection",1300466
VO_0005421,GLA-SLQ vaccine adjuvant,
VO_0004821,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 1000000 UNT/ML,798293
VO_0001314,Specol vaccine adjuvant,
VO_0004843,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML,901506
VO_0005037,pET11d DNA vaccine plasmid,
VO_0003227,pneumococcal capsular polysaccharide type 22F vaccine,854954
VO_0000142,incomplete Freund's adjuvant,
VO_0001338,Bupivacaine vaccine adjuvant,
VO_0000326,pUC18 DNA vaccine plasmid,
VO_0003328,pneumococcal capsular polysaccharide type 3 vaccine 0.05 MG/ML,854959
VO_0005072,pJW4304 DNA vaccine plasmid,
VO_0001112,bovine parainfluenza virus vaccine vector,
VO_0003956,vibrio cholerae CVD 103-HGR strain live antigen 12000000 UNT/ML,1812935
VO_0000212,pCI DNA vaccine plasmid,
VO_0003526,"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus",1427022
VO_0003835,"poliovirus vaccine inactivated, type 1 (Mahoney)",763096
VO_0003604,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.12 MG/ML,1928338
VO_0005356,Adjuvax vaccine adjuvant,
VO_0005299,AlT4 vaccine adjuvant,
VO_0003382,"Yellow-Fever Virus Vaccine, 17D-204 strain 4000 UNT/ML Injectable Suspension",1292826
VO_0001124,VEE vaccine vector,
VO_0005003,pHW2000 DNA vaccine plasmid,
VO_0003603,influenza B virus B/Maryland/15/2016 antigen 0.12 MG/ML,2050417
VO_0000219,vaccine solvent,
VO_0005422,SLA-LSQ vaccine adjuvant,
VO_0004828,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 1150000 UNT/ML,798295
VO_0001315,SPT (Antigen Formulation),
VO_0003349,meningococcal group B vaccine 0.1 MG/ML,1601397
VO_0005038,pUMVC4b DNA vaccine plasmid,
VO_0003232,pneumococcal capsular polysaccharide type 4 vaccine,854962
VO_0000192,Montanide 103 vaccine adjuvant,
VO_0001340,DHEA vaccine adjuvant,
VO_0000327,pUC19 DNA vaccine plasmid,
VO_0003329,pneumococcal capsular polysaccharide type 33F vaccine 0.05 MG/ML,854961
VO_0005073,pGT146-mIL-12 DNA vaccine plasmid,
VO_0005434,PVSRIPO vaccine vector,
VO_0003360,Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen,1601231
VO_0000214,pCI-neo DNA vaccine plasmid,
VO_0003661,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML,1928310
VO_0003836,"poliovirus vaccine inactivated, type 2 (MEF-1)",763098
VO_0005360,chitosan vaccine adjuvant,
VO_0005300,AlT3 vaccine adjuvant,
VO_0000853,vaccine stabilizer,
VO_0003508,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.12 MG/ML",1304300
VO_0001042,BoHV-4 vaccine vector,
VO_0005004,pCMV/R DNA vaccine plasmid,
VO_0003664,influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML,2048959
VO_0000228,vaccine powder,
VO_0005423,SLA-SE vaccine adjuvant,
VO_0004829,Human-Bovine Reassortant Rotavirus Strain G2 Vaccine 1400000 UNT/ML,798289
VO_0001319,nanoemulsion vaccine adjuvant,
VO_0003365,Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML,1601400
VO_0005039,pRC DNA vaccine plasmid,
VO_0000252,pDRVISV1.0 DNA vaccine plasmid,
VO_0003246,pneumococcal capsular polysaccharide type 8 vaccine,854970
VO_0001268,Montanide ISA 720 vaccine adjuvant,
VO_0001341,DL-PGL (Polyester poly (DL-lactide-co-glycolide)) vaccine adjuvant,
VO_0000328,pV1J DNA vaccine plasmid,
VO_0003571,pneumococcal capsular polysaccharide type 6B vaccine 0.05 MG/ML,854967
VO_0005074,pDNAVACC DNA vaccine plasmid,
VO_0001028,Leishmania tarentolae vaccine vector,
VO_0003362,Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen,1601233
VO_0000215,pCMV DNA vaccine plasmid,
VO_0003662,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML,1928291
VO_0003837,"poliovirus vaccine inactivated, type 3 (Saukett)",763100
VO_0005364,Tomatine vaccine adjuvant,
VO_0005301,Alhydroxiquim-II vaccine adjuvant,
VO_0003509,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML",1304309
VO_0004855,smallpox vaccine live vaccinia virus 500000000 UNT/ML,833080
VO_0001046,Herpes simplex virus vaccine vector,
VO_0005005,VRC-9123 DNA vaccine plasmid,
VO_0003909,influenza B virus B/Maryland/15/2016 antigen 0.09 MG/ML,2050375
VO_0000854,vaccine residual,
VO_0005424,GLA-AF vaccine adjuvant,
VO_0004826,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 1100000 UNT/ML,798291
VO_0001320,AS03 vaccine adjuvant,
VO_0003369,Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen 0.12 MG/ML,1593131
VO_0005040,pAK-4 DNA vaccine plasmid,
VO_0000253,pECK DNA vaccine plasmid,
VO_0003248,pneumococcal capsular polysaccharide type 3 vaccine,854958
VO_0001269,Montanide incomplete Seppic adjuvant,
VO_0001351,threonyl muramyl dipeptide (TMDP) vaccine adjuvant,
VO_0000999,pVCL1012 DNA vaccine plasmid,
VO_0003309,pneumococcal capsular polysaccharide type 23F vaccine 0.05 MG/ML,854957
VO_0005075,VR1055 DNA vaccine plasmid,
VO_0001122,Saccharomyces cerevisiae vaccine vector,
VO_0003366,Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen,1593127
VO_0000216,pCMV-1 DNA vaccine plasmid,
VO_0003714,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML,1928300
VO_0005365,Zymosan vaccine adjuvant,
VO_0005302,Adjuplex+GLA vaccine adjuvant,
VO_0003391,"acellular pertussis vaccine, inactivated 0.116 MG/ML",829893
VO_0003024,lyophilized vaccine powder,
VO_0003510,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML",1304123
VO_0001050,pseudorabies virus strain Bartha vaccine vector,
VO_0005006,pPJV7563 DNA vaccine plasmid,
VO_0003790,influenza B virus B/Hong Kong/259/2010 antigen 0.03 MG/ML,1801604
VO_0000337,pWRG1644 DNA vaccine plasmid,
VO_0000919,vaccine antigen,
VO_0005471,MAS-1 vaccine adjuvant,
VO_0004827,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 1100000 UNT/ML,798287
VO_0001330,AF03 vaccine adjuvant,
VO_0005041,pCMVi(-H3)Ubs DNA vaccine plasmid,
VO_0000254,pES DNA vaccine plasmid,
VO_0003249,pneumococcal capsular polysaccharide type 33F vaccine,854960
VO_0001270,Montanide ISA51 vaccine adjuvant,
VO_0000366,liposome-based vaccine adjuvant,
VO_0001000,pSCA1 DNA vaccine plasmid,
VO_0003311,pneumococcal capsular polysaccharide type 7F vaccine 0.05 MG/ML,854969
VO_0005076,pRSC DNA vaccine plasmid,
VO_0000464,protein of pathogen organism as vaccine component,
VO_0003370,Neisseria meningitidis serogroup B recombinant NADA fusion protein antigen,1601232
VO_0000220,pCMVI.UBF3/2 DNA vaccine plasmid,
VO_0003805,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML,1664467
VO_0005294,DDO (Defective viral genome-Derived Oligonucleotide) vaccine adjuvant,
VO_0005303,2F52 vaccine adjuvant,
VO_0003392,"acellular pertussis vaccine, inactivated 96 UNT/ML",801826
VO_0000704,antibiotics vaccine residual,
VO_0001059,Oka varicella vaccine vector,
VO_0005007,p188 DNA vaccine plasmid,
VO_0003822,influenza B virus B/Colorado/06/2017 antigen 158000000 UNT/ML,2054271
VO_0000346,pWRG7077 DNA vaccine plasmid,
VO_0003437,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injection,1658058
VO_0005472,ProLNG-S vaccine adjuvant,
VO_0004816,"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 1000000 UNT/ML",805574
VO_0005292,EmT4 vaccine adjuvant,
VO_0003199,"Bordetella pertussis pertactin vaccine, inactivated",1300380
VO_0005042,Auxo-GTU DNA vaccine plasmid,
VO_0000256,pET21a DNA vaccine plasmid,
VO_0003250,pneumococcal capsular polysaccharide type 6B vaccine,854966
VO_0005361,Montanide IMS 1313 vaccine adjuvant,
VO_0000757,ISCOM vaccine adjuvant,
VO_0001002,phCMV1 DNA vaccine plasmid,
VO_0003332,pneumococcal capsular polysaccharide type 9N vaccine 0.05 MG/ML,854973
VO_0005077,pcDNA3.1(Zeo)+ DNA vaccine plasmid,
VO_0001256,polysaccharide of pathogen organism as vaccine component,
VO_0003470,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen,1657224
VO_0000221,pCMV-3FUB DNA vaccine plasmid,
VO_0003819,influenza A virus A/Slovenia/2903/2015 (H1N1) antigen 158000000 UNT/ML,1946981
VO_0006104,S-540956 vaccine adjuvant,
