RXCUI,STR,TTY
2563038,0.25 ML influenza A virus A/Tasmania/503/2020 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML / influenza B virus B/Washington/02/2019 antigen 0.03 MG/ML Prefilled Syringe [Fluzone Quadrivalent 2021-2022],SBD
2563039,0.5 ML influenza A virus A/Tasmania/503/2020 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML / influenza B virus B/Washington/02/2019 antigen 0.03 MG/ML Prefilled Syringe [Fluzone Quadrivalent 2021-2022],SBD
2563043,influenza A virus A/Tasmania/503/2020 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Wisconsin/588/2019 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML / influenza B virus B/Washington/02/2019 antigen 0.09 MG/ML Prefilled Syringe [Flublok Quadrivalent 2021-2022],SBD
2563044,influenza A virus A/Tasmania/503/2020 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Wisconsin/588/2019 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML / influenza B virus B/Washington/02/2019 antigen 0.09 MG/ML [Flublok Quadrivalent 2021-2022],SBDC
2563046,influenza A virus A/Tasmania/503/2020 (H3N2) antigen 0.0857 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.0857 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.0857 MG/ML / influenza B virus B/Washington/02/2019 antigen 0.0857 MG/ML [Fluzone Quadrivalent 2021-2022],SBDC
2563047,0.5 ML influenza A virus A/Tasmania/503/2020 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML / influenza B virus B/Washington/02/2019 antigen 0.03 MG/ML Injection,SCD
2563048,0.25 ML influenza A virus A/Tasmania/503/2020 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML / influenza B virus B/Washington/02/2019 antigen 0.03 MG/ML Prefilled Syringe,SCD
2564018,influenza A virus A/Cambodia/e0826360/2020 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML / influenza B virus B/Victoria/705/2018 antigen 0.03 MG/ML [Afluria Quadrivalent 2021-2022],SBDC
2564021,0.5 ML influenza A virus A/Cambodia/e0826360/2020 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML / influenza B virus B/Victoria/705/2018 antigen 0.03 MG/ML Prefilled Syringe [Afluria Quadrivalent 2021-2022],SBD
2564022,influenza A virus A/Cambodia/e0826360/2020 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML / influenza B virus B/Victoria/705/2018 antigen 0.03 MG/ML Prefilled Syringe [Afluria Quadrivalent 2021-2022],SBD
2564023,0.25 ML influenza A virus A/Cambodia/e0826360/2020 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML / influenza B virus B/Victoria/705/2018 antigen 0.03 MG/ML Prefilled Syringe,SCD
2564024,0.25 ML influenza A virus A/Cambodia/e0826360/2020 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML / influenza B virus B/Victoria/705/2018 antigen 0.03 MG/ML Prefilled Syringe [Afluria Quadrivalent 2021-2022],SBD
2564038,influenza A virus A/Cambodia/e0826360/2020 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML / influenza B virus B/Victoria/705/2018 antigen 0.03 MG/ML Injectable Suspension [Afluria Quadrivalent 2021-2022],SBD
2564040,influenza A virus A/Cambodia/e0826360/2020 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML / influenza B virus B/Victoria/705/2018 antigen 0.03 MG/ML Injectable Suspension,SCD
2564394,influenza A virus A/Tasmania/503/2020 (H3N2) antigen 158000000 UNT/ML,SCDC
2564396,influenza A virus A/Victoria/1/2020 (H1N1) antigen 158000000 UNT/ML,SCDC
2564400,influenza A virus A/Tasmania/503/2020 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Victoria/1/2020 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML / influenza B virus B/Washington/02/2019 antigen 158000000 UNT/ML Nasal Spray,SCD
2564402,influenza A virus A/Tasmania/503/2020 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Victoria/1/2020 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML / influenza B virus B/Washington/02/2019 antigen 158000000 UNT/ML [FluMist Quadrivalent 2021-2022],SBDC
2564406,influenza A virus A/Tasmania/503/2020 (H3N2) antigen 158000000 UNT/ML / influenza A virus A/Victoria/1/2020 (H1N1) antigen 158000000 UNT/ML / influenza B virus B/Phuket/3073/2013 antigen 158000000 UNT/ML / influenza B virus B/Washington/02/2019 antigen 158000000 UNT/ML Nasal Spray [FluMist Quadrivalent 2021-2022],SBD
2583742,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.05 MG/ML",SCDC
2583743,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.05 MG/ML Injectable Suspension",SCD
2585714,"0.5 ML acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection",SCD
2585715,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection",SCD
2585716,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Pentacel]",SBDC
2585717,"0.5 ML acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Pentacel]",SBD
2585718,"acellular pertussis vaccine, inactivated 96 UNT/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Pentacel]",SBD
2587054,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",SCD
2587055,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection",SCD
2587056,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Quadracel]",SBDC
2587057,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Quadracel]",SBD
2587058,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Quadracel]",SBD
2588231,hepatitis B surface antigen vaccine Injection [Prehevbrio],SBDF
2588234,"hepatitis B surface antigen (isoform L), recombinant 0.01 MG/ML",SCDC
2588235,"hepatitis B surface antigen (isoform M), recombinant 0.01 MG/ML",SCDC
2588236,"hepatitis B surface antigen (isoform S), recombinant 0.01 MG/ML",SCDC
2588237,"1 ML hepatitis B surface antigen (isoform L), recombinant 0.01 MG/ML / hepatitis B surface antigen (isoform M), recombinant 0.01 MG/ML / hepatitis B surface antigen (isoform S), recombinant 0.01 MG/ML Injection",SCD
2588238,"hepatitis B surface antigen (isoform L), recombinant 0.01 MG/ML / hepatitis B surface antigen (isoform M), recombinant 0.01 MG/ML / hepatitis B surface antigen (isoform S), recombinant 0.01 MG/ML Injection",SCD
2588239,"hepatitis B surface antigen (isoform L), recombinant 0.01 MG/ML / hepatitis B surface antigen (isoform M), recombinant 0.01 MG/ML / hepatitis B surface antigen (isoform S), recombinant 0.01 MG/ML [Prehevbrio]",SBDC
2588240,"1 ML hepatitis B surface antigen (isoform L), recombinant 0.01 MG/ML / hepatitis B surface antigen (isoform M), recombinant 0.01 MG/ML / hepatitis B surface antigen (isoform S), recombinant 0.01 MG/ML Injection [Prehevbrio]",SBD
2588241,"hepatitis B surface antigen (isoform L), recombinant 0.01 MG/ML / hepatitis B surface antigen (isoform M), recombinant 0.01 MG/ML / hepatitis B surface antigen (isoform S), recombinant 0.01 MG/ML Injection [Prehevbrio]",SBD
2588632,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injection [Fluzone Quadrivalent 2021-2022],SBDF
2588633,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2021-2022],SBDF
2588634,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flulaval Quadrivalent 2021-2022],SBDF
2588635,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flublok Quadrivalent 2021-2022],SBDF
2588636,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Flucelvax Quadrivalent 2021-2022],SBDF
2588637,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Afluria Quadrivalent 2021-2022],SBDF
2588638,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Suspension [Afluria Quadrivalent 2021-2022],SBDF
2588639,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluarix Quadrivalent 2021-2022],SBDF
2588640,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluad Quadrivalent 2021-2022],SBDF
2588641,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Suspension [Flucelvax Quadrivalent 2021-2022],SBDF
2588642,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Suspension [Fluzone Quadrivalent 2021-2022],SBDF
2588643,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Nasal Spray [FluMist Quadrivalent 2021-2022],SBDF
2593118,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe",SCD
2593119,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe",SCD
2593120,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Prefilled Syringe [Quadracel]",SBDF
2593121,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Quadracel]",SBD
2593122,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML / diphtheria toxoid vaccine, inactivated 30 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 58 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 14 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 52 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Quadracel]",SBD
2593844,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML [Comirnaty]",SBDC
2593846,"SARS-CoV-2 (COVID-19) vaccine, mRNA spike protein Injectable Suspension [Comirnaty]",SBDF
2593847,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension [Comirnaty]",SBD
2593855,influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML,SCDC
2593856,influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML,SCDC
2593857,0.5 ML influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe,SCD
2593858,influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe,SCD
2593860,influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2022 Southern Hemisphere],SBDC
2593862,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Prefilled Syringe [Fluzone Quadrivalent 2022 Southern Hemisphere],SBDF
2593863,0.5 ML influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe [Fluzone Quadrivalent 2022 Southern Hemisphere],SBD
2593864,influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe [Fluzone Quadrivalent 2022 Southern Hemisphere],SBD
2593865,influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Injectable Suspension,SCD
2593866,influenza A virus (H1N1) antigen / influenza A virus (H3N2) antigen / influenza B virus antigen Injectable Suspension [Fluzone Quadrivalent 2022 Southern Hemisphere],SBDF
2593867,influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Injectable Suspension [Fluzone Quadrivalent 2022 Southern Hemisphere],SBD
2598699,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.1 MG/ML",SCDC
2598700,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.1 MG/ML Injectable Suspension",SCD
2601549,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML [Spikevax]",SBDC
2601551,"SARS-CoV-2 (COVID-19) vaccine, mRNA spike protein Injectable Suspension [Spikevax]",SBDF
2601552,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML Injectable Suspension [Spikevax]",SBD
2603832,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.015 MG/ML",SCDC
2603833,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.015 MG/ML Injectable Suspension",SCD
2605044,influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML,SCDC
2605045,0.5 ML influenza A virus A/Darwin/9/2021 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/2570/2019 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe,SCD
