,ID,VO_STR,RXN
5268,VO_0001003,pCJ-3 DNA vaccine plasmid,
5269,VO_0003312,pneumococcal capsular polysaccharide type 5 vaccine 0.05 MG/ML,854965
5270,VO_0005078,pVF DNA vaccine plasmid,
5271,VO_0003855,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.05 MG/ML",807220
5272,VO_0000365,lipopolysaccharide of pathogen organism as vaccine component,
5273,VO_0003475,influenza A virus A/South Australia/55/2014 (H3N2) antigen,1657130
5274,VO_0000222,pCMV-int DNA vaccine plasmid,
5275,VO_0003361,Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen 0.1 MG/ML,1601398
5276,VO_0005325,VSA-2 vaccine adjuvant,
5277,VO_0000856,cell culture residual in vaccine,
5278,VO_0003524,"Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.03 MG/ML",857922
5279,VO_0001073,CMV vaccine vector,
5280,VO_0005009,VCL-1632 DNA vaccine plasmid,
5281,VO_0005181,chimpanzee adenovirus Oxford1 vaccine vector,
5282,VO_0003942,"Human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.04 MG/ML",1301886
5283,VO_0000166,bacterial vaccine vector,
5284,VO_0005474,3M-052-AF vaccine adjuvant,
5285,VO_0005366,XtendIII vaccine adjuvant,
5286,VO_0005044,V1Jns DNA vaccine plasmid,
5287,VO_0000258,pGA DNA vaccine plasmid,
5288,VO_0003203,"Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML",1300380
5289,VO_0003253,pneumococcal capsular polysaccharide type 7F vaccine,854968
5290,VO_0005324,Advax-CpG55.2 vaccine adjuvant,
5291,VO_0005363,Montanide ISA 50 vaccine adjuvant,
5292,VO_0001335,albumin-heparin microparticles vaccine adjuvant,
5293,VO_0001143,Avipox virus vaccine vector,
5294,VO_0003562,pneumococcal capsular polysaccharide type 9V vaccine 0.05 MG/ML,854975
5295,VO_0000093,mineral salt vaccine adjuvant,
5296,VO_0003856,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain 0.025 MG/ML",1361664
5297,VO_0000884,aluminum vaccine adjuvant,
5298,VO_0003599,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen,1794331
5299,VO_0003849,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain",807219
5300,VO_0000355,pzz DNA vaccine plasmid,
5301,VO_0000223,pCMV-LacZ DNA vaccine plasmid,
5302,VO_0003363,Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen 0.1 MG/ML,1601399
5303,VO_0005326,VSA-1 vaccine adjuvant,
5304,VO_0004208,BACILLUS ANTHRACIS STRAIN V770-NP1-R ANTIGENS,1368371
5305,VO_0003525,"Influenza B virus vaccine, B-Brisbane-60-2008-like virus 0.09 MG/ML",1111369
5306,VO_0001146,Orthopoxvirus vaccine vector,
5307,VO_0005010,pSport-B-gal DNA vaccine plasmid,
5308,VO_0004820,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine,798292
5309,VO_0005182,chimpanzee adenovirus Oxford2 vaccine vector,
5310,VO_0005475,NanoAlum vaccine adjuvant,
5311,VO_0006101,Stable Emulsion (SE) vaccine adjuvant,
5312,VO_0003201,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated",
5313,VO_0005045,pND-14 DNA vaccine plasmid,
5314,VO_0001037,Bordetella pertussis BPZE vaccine vector,
5315,VO_0000259,pGEX-3X DNA vaccine plasmid,
5316,VO_0003204,"Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML",1300185
5317,VO_0003254,pneumococcal capsular polysaccharide type 9N vaccine,854972
5318,VO_0000930,polysorbate 80 vaccine emulsifier,
5319,VO_0005368,Syntex Adjuvant Formulation,
5320,VO_0001342,IL-15 vaccine adjuvant,
5321,VO_0003314,pneumococcal capsular polysaccharide type 10A vaccine 0.05 MG/ML,854933
5322,VO_0015013,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",1300464
5323,VO_0000131,calcium phosphate vaccine adjuvant,
5324,VO_0003601,influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen,2048564
5325,VO_0015014,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",798279
5326,VO_0000356,pME18100 DNA vaccine plasmid,
5327,VO_0000230,pCMV-LIC DNA vaccine plasmid,
5328,VO_0000610,viral vaccine vector,
5329,VO_0003367,Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen 0.12 MG/ML,1593129
5330,VO_0005327,rOv-ASP-1 vaccine adjuvant,
5331,VO_0004859,meningococcal group C polysaccharide,29503
5332,VO_0003522,"Influenza B virus vaccine, B-Wisconsin-1-2010-like virus 0.09 MG/ML",1304310
5333,VO_0001106,swinepox virus vaccine vector,
5334,VO_0005011,pSin-B-gal DNA vaccine plasmid,
5335,VO_0004822,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine,798294
5336,VO_0001068,Herpes simplex virus vaccine 1 vector,
5337,VO_0005476,Nanostructured Lipid Carrier (NLC) vaccine adjuvant,
5338,VO_0006103,A-910823 vaccine adjuvant,
5339,VO_0003202,"Bordetella pertussis fimbriae 2/3 vaccine, inactivated",1300182
5340,VO_0005046,pSecTag2A DNA vaccine plasmid,
5341,VO_0001038,Actinobacillus pleuropneumoniae HS93Tox vaccine vector,
5342,VO_0000262,pIRES DNA vaccine plasmid,
5343,VO_0003205,"Bordetella pertussis pertactin vaccine, inactivated 0.005 UNT/ML",1300365
5344,VO_0003255,pneumococcal capsular polysaccharide type 5 vaccine,854972
5345,VO_0001249,RC529-AF vaccine adjuvant,
5346,VO_0001147,IL-12 vacince adjuvant,
5347,VO_0003298,Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901637
5348,VO_0003845,"Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",1300806
5349,VO_0000118,microbial derivative vaccine adjuvant,
5350,VO_0001291,DOC/Alum Complex vaccine adjuvant,
5351,VO_0003811,influenza A virus A/New Caledonia/71/2014 (H3N2) antigen,1801767
5352,VO_0000231,pCMVLuc DNA vaccine plasmid,
5353,VO_0001034,parasite vaccine vector,
5354,VO_0003430,Hepatitis A Vaccine (Inactivated) Strain HM175 Injectable Product,1160325
5355,VO_0003471,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.12 MG/ML,1658709
5356,VO_0005329,dmLT vaccine adjuvant,
5357,VO_0004888,meningococcal group A polysaccharide,29501
5358,VO_0003527,"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML",1427023
5359,VO_0001108,ORF virus vaccine vector,
5360,VO_0005012,pLXSHD DNA vaccine plasmid,
5361,VO_0004823,Human-Bovine Reassortant Rotavirus Strain G2 Vaccine,798288
5362,VO_0000600,vaccinia virus vector,
5363,VO_0004860,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,314725
5364,VO_0005482,SLA-AF vaccine adjuvant,
5365,VO_0000187,muramyl dipeptide vaccine adjuvant,
5366,VO_0000888,phenol vaccine preservative,
5367,VO_0003233,1 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injection,
5368,VO_0005047,pRc/CMV-HBs(S) DNA vaccine plasmid,
5369,VO_0001044,Vibrio cholerae vaccine vector,
5370,VO_0000272,pIRES2 DsRed2 DNA vaccine plasmid,
5371,VO_0004207,"Bordetella pertussis pertactin vaccine, inactivated 0.005 MG/ML",1300365
5372,VO_0003561,pneumococcal capsular polysaccharide type 9V vaccine,854974
5373,VO_0003230,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML,
5374,VO_0001262,cationic liposomal vaccine adjuvant DDA:TDB,
5375,VO_0000357,pVIVO2 DNA vaccine plasmid,
5376,VO_0003150,Hepatitis B surface antigen vaccine,797752
5377,VO_0001294,GM-CSF vaccine adjuvant,
5378,VO_0003289,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901621
5379,VO_0003969,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 UNT/ML",801829
5380,VO_0001355,emulsion vaccine adjuvant,
5381,VO_0004898,Influenza A virus A/Perth/16/2009 (H3N2) antigen,
5382,VO_0000232,pCR3 DNA vaccine plasmid,
5383,VO_0003431,Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML,798362
5384,VO_0003472,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML,1657225
5385,VO_0005330,CPDI-01 vaccine adjuvant,
5386,VO_0015084,Influenza A virus (H1N1) antigen,1657128
5387,VO_0003528,"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.09 MG/ML",1429576
5388,VO_0001115,capripoxvirus vaccine vector,
5389,VO_0005013,WRG/BEN DNA vaccine plasmid,
5390,VO_0004824,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine,798290
5391,VO_0001048,raccoon poxvirus vaccine vector,
5392,VO_0005483,CAF01 vaccine adjuvant,
5393,VO_0000191,arlacel A vaccine adjuvant,
5394,VO_0000143,cholera toxin vaccine adjuvant,
5395,VO_0000576,thimerosal vaccine preservative,
5396,VO_0003234,0.5 ML Hepatitis B Surface Antigen Vaccine 0.04 MG/ML Injection,
5397,VO_0005048,pcDNA DNA vaccine plasmid,
5398,VO_0001064,Mycobacterium smegmatis vaccine vector,
5399,VO_0000274,pING DNA vaccine plasmid,
5400,VO_0003206,"Bordetella pertussis toxoid vaccine, inactivated 0.016 MG/ML",1300366
5401,VO_0003959,pneumococcal capsular polysaccharide type 10A vaccine,854946
5402,VO_0003256,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML,797753
5403,VO_0001302,MTP-PE Liposomes vaccine adjuvant,
5404,VO_0000360,pcDNA1.1/Amp DNA vaccine plasmid,
5405,VO_0001141,fungal vaccine vector,
5406,VO_0001360,IFN-gamma vaccine adjuvant,
5407,VO_0003286,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901622
5408,VO_0015017,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injectable Product",1160291
5409,VO_0001357,synthetic vaccine adjuvant,
5410,VO_0004902,influenza A virus A/Victoria/361/2011 (H3N2) antigen,
5411,VO_0000234,pCR3.1 DNA vaccine plasmid,
5412,VO_0003434,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML,803362
5413,VO_0003473,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.015 MG/ML,1723999
5414,VO_0005337,UM-3005 vaccine adjuvant,
5415,VO_0003042,protective vaccine antigen,
5416,VO_0003529,"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.12 MG/ML",1429589
5417,VO_0001025,vesicular stomatitis virus vaccine vector,
5418,VO_0005014,pNGVL4a DNA vaccine plasmid,
5419,VO_0004825,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine,798286
5420,VO_0001040,fowlpox virus vaccine vector,
5421,VO_0006093,CPDI-02 vaccine adjuvant,
5422,VO_0000351,Adjumer vaccine adjuvant,
5423,VO_0000146,Corynebacterium-derived P40 vaccine adjuvant,
5424,VO_0001346,formaldehyde vaccine preservative,
5425,VO_0003259,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection,1658156
5426,VO_0005049,proVAX DNA vaccine plasmid,
5427,VO_0001066,Lactobacillus gasseri vaccine vector,
5428,VO_0000275,pJW24 DNA vaccine plasmid,
5429,VO_0003207,"Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML",1300381
5430,VO_0003257,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML,830236
5431,VO_0001339,cationic liposome-DNA complex JVRS-100 vaccin adjuvant,
5432,VO_0000000,part of pathogen organism in vaccine,
5433,VO_0001297,interleukin-1b vaccine adjuvant,
5434,VO_0003297,Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901623
5435,VO_0001356,particulate antigen delivery system,
5436,VO_0004904,Influenza A virus (A/Indonesia/05/2005) antigen,
5437,VO_0000236,pCR4-TOPO DNA vaccine plasmid,
5438,VO_0003474,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 50000000 MG/ML,1664468
5439,VO_0005353,UM-3004 vaccine adjuvant,
5440,VO_0003530,"Influenza B virus vaccine, B-Massachusetts-2-2012-like virus 50000000 MG/ML",1543760
5441,VO_0003384,"tetanus toxoid vaccine, inactivated",798306
5442,VO_0005015,pNGVL3 DNA vaccine plasmid,
5443,VO_0001043,canarypox vaccine vector,
5444,VO_0006094,CpG55.2 vaccine adjuvant,
5445,VO_0000559,adamantylamide dipeptide vaccine adjuvant,
5446,VO_0003262,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection,1658142
5447,VO_0005050,p1012 DNA vaccine plasmid,
5448,VO_0001070,E. coli vaccine vector,
5449,VO_0000276,pJW4303 DNA vaccine plasmid,
5450,VO_0003208,"Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML",1300187
5451,VO_0003333,Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine,901636
5452,VO_0000364,pRK7 DNA vaccine plasmid,
5453,VO_0003415,Hepatitis B Surface Antigen Vaccine Injectable Product,1160330
5454,VO_0001343,immunoliposomes containing antibodies to costimulatory molecules,
5455,VO_0001298,interleukin-2 vaccine adjuvant,
5456,VO_0003296,Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901625
5457,VO_0001353,cytokine vaccine adjuvant,
5458,VO_0003390,"acellular pertussis vaccine, inactivated",798302
5459,VO_0003479,influenza B virus B/Brisbane/60/2008 antigen,1657226
5460,VO_0000250,pcREV DNA vaccine plasmid,
5461,VO_0003658,influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML,1660922
5462,VO_0005354,UM-3003 vaccine adjuvant,
5463,VO_0003955,vibrio cholerae CVD 103-HGR strain live antigen,1812935
5464,VO_0005016,SINCp B-gal DNA vaccine plasmid,
5465,VO_0000181,lipopolysaccharide vaccine adjuvant,
5466,VO_0001111,lumpy skin disease virus vaccine vector,
5467,VO_0000891,phenoxy ethanol vaccine preservative,
5468,VO_0006097,2G023A vaccine adjuvant,
5469,VO_0000938,xanthan gum vaccine ajuvant,
5470,VO_0003426,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection,1658149
5471,VO_0005051,pUSE- DNA vaccine plasmid,
5472,VO_0001075,Salmonella typhi vaccine vector,
5473,VO_0000277,pK0 DNA vaccine plasmid,
5474,VO_0003209,"Bordetella pertussis toxoid vaccine, inactivated 0.02 MG/ML",1300307
5475,VO_0003334,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine,901620
5476,VO_0003423,Hepatitis B Surface Antigen Vaccine 0.01 MG/ML,798438
5477,VO_0003041,neomycin residual,
5478,VO_0000019,pVAX DNA vaccine plasmid,
5479,VO_0001350,"Sendai Proteoliposomes, Sendai-containing Lipid Matrices",
5480,VO_0001299,interleukin-7 vaccine adjuvant,
5481,VO_0003292,Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901626
5482,VO_0001358,tensoactive compound vaccine adjuvant,
5483,VO_0003486,influenza B virus B/Utah/9/2014 antigen,1657133
5484,VO_0000251,pgp.LAMP-1 DNA vaccine plasmid,
5485,VO_0003476,influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML,1657132
5486,VO_0005355,LTA1 vaccine adjuvant,
5487,VO_0003960,Neisseria meningitidis vaccine antigen,
5488,VO_0005017,Synchotrope TA2M DNA vaccine plasmid,
5489,VO_0000193,Bordetella pertussis component vaccine adjuvant,
5490,VO_0001241,Alhydrogel vaccine adjuvant,
5491,VO_0000850,vaccine additive,
5492,VO_0000924,glutaraldehyde vaccine additive,
5493,VO_0006098,2G053 vaccine adjuvant,
5494,VO_0001239,RC529 vaccine adjuvant,
5495,VO_0003427,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection,1658154
5496,VO_0005052,APL023 DNA vaccine plasmid,
5497,VO_0001118,Corynebacterium pseudotuberculosis vaccine vector,
5498,VO_0000279,pK3 DNA vaccine plasmid,
5499,VO_0003210,"Bordetella pertussis toxoid vaccine, inactivated 0.04 MG/ML",1988802
5500,VO_0003335,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine,798220
5501,VO_0000024,pVAX1 DNA vaccine plasmid,
5502,VO_0000384,IL-15 plasmid vaccine adjuvant,
5503,VO_0001313,Sclavo peptide vaccine adjuvant,
5504,VO_0000179,vaccine component,
5505,VO_0003287,Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901627
5506,VO_0001354,combination vaccine adjuvant,
5507,VO_0003488,influenza B virus B/Phuket/3073/2013 antigen,1657228
5508,VO_0000316,pSG5 DNA vaccine plasmid,
5509,VO_0003383,"diphtheria toxoid vaccine, inactivated 5 UNT/ML",798305
5510,VO_0003606,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.12 MG/ML,1801176
5511,VO_0005369,dibutyl phthalate vaccine adjuvant,
5512,VO_0015085,influenza A virus (H3N2) antigen,1657131
5513,VO_0005018,pCMV/myc/ER DNA vaccine plasmid,
5514,VO_0000388,E. coli LT toxin derived vaccine adjuvant,
5515,VO_0001312,Rehydragel LV vaccine adjuvant,
5516,VO_0000810,pSCAR DNA vaccine plasmid,
5517,VO_0003035,amino acid vaccine stabilizer,
5518,VO_0004836,Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine,901509
5519,VO_0000310,vaccine emulsifier,
5520,VO_0001261,DDA vaccine adjuvant,
5521,VO_0003417,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Injectable Suspension,830237
5522,VO_0005053,pEGFP-N1 DNA vaccine plasmid,
5523,VO_0000359,lentivirus vaccine vector,
5524,VO_0000280,pMV60 DNA vaccine plasmid,
5525,VO_0003352,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML",1300181
5526,VO_0003337,Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine,798222
5527,VO_0000920,bovine albumin cell culture residual in vaccine,
5528,VO_0000026,pCMV4 DNA vaccine plasmid,
5529,VO_0001296,recombinant hIFN-gamma/Interferon-g vaccine adjuvant,
5530,VO_0001337,B7-2 vaccine adjuvant,
5531,VO_0003293,Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901629
5532,VO_0001359,carbohydrate vaccine adjuvant,
5533,VO_0003602,influenza B virus B/Maryland/15/2016 antigen,2048563
5534,VO_0000317,Psin DNA vaccine plasmid,
5535,VO_0003395,"diphtheria toxoid vaccine, inactivated 30 UNT/ML",805373
5536,VO_0003659,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML,1794431
5537,VO_0005370,glycerol vaccine adjuvant,
5538,VO_0015086,influenza B virus antigen,1657134
5539,VO_0005019,pPA63-LAMP1 DNA vaccine plasmid,
5540,VO_0001093,NYVAC vaccine vector,
5541,VO_0000929,polysorbate 20 vaccine stabilizer,
5542,VO_0004837,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine,901507
5543,VO_0001273,Polygen vaccine adjuvant,
5544,VO_0003420,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe,798426
5545,VO_0005054,pCDL-SRa296 DNA vaccine plasmid,
5546,VO_0000122,Yellow fever 17D vaccine vector,
5547,VO_0000282,pMAMneoBlue DNA vaccine plasmid,
5548,VO_0003386,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML",1300379
5549,VO_0003338,Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine,901624
5550,VO_0000921,bovine serum cell culture residual in vaccine,
5551,VO_0000027,pAp031 DNA vaccine plasmid,
5552,VO_0003842,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML",763097
5553,VO_0001310,QS-21 vaccine adjuvant,
5554,VO_0001263,QuilA vaccine adjuvant,
5555,VO_0003288,Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901630
5556,VO_0005270,1V270 vaccine adjuvant,
5557,VO_0003789,influenza B virus B/Hong Kong/259/2010 antigen,1801603
5558,VO_0000318,pTARGET DNA vaccine plasmid,
5559,VO_0003429,"diphtheria toxoid vaccine, inactivated 4 UNT/ML",807271
5560,VO_0003858,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT/ML",830465
5561,VO_0003660,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML,1801069
5562,VO_0005371,Pam3Cys vaccine adjuvant,
5563,VO_0001237,CpG DNA vaccine adjuvant,
5564,VO_0005179,lipid nanoparticle vector,
5565,VO_0003432,Hepatitis A Vaccine (Inactivated) Strain HM175 Prefilled Syringe,798476
5566,VO_0005020,pSecTag2B DNA vaccine plasmid,
5567,VO_0004815,"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain",805573
5568,VO_0001107,Modified Vaccinia Ankara (MVA) virus vaccine vector,
5569,VO_0003034,sugar vaccine stabilizer,
5570,VO_0004838,Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine,901511
5571,VO_0000851,vaccine preservative,
5572,VO_0001287,BAY R1005 vaccine adjuvant,
5573,VO_0003422,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe,830243
5574,VO_0005055,pUSK DNA vaccine plasmid,
5575,VO_0000136,adenovirus vaccine vector,
5576,VO_0000284,pMASIA DNA vaccine plasmid,
5577,VO_0003387,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 MG/ML",1300364
5578,VO_0003339,Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine,798224
5579,VO_0000926,human albumin cell culture residual in vaccine,
5580,VO_0000039,pBacPAK9 DNA vaccine plasmid,
5581,VO_0003843,"poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML",763099
5582,VO_0001334,Abisco-100 vaccine adjuvant,
5583,VO_0001267,saponin vaccine adjuvant,
5584,VO_0003294,Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901632
5585,VO_0005271,2B182C vaccine adjuvant,
5586,VO_0003821,influenza B virus B/Colorado/06/2017 antigen,2054177
5587,VO_0000319,pTH DNA vaccine plasmid,
5588,VO_0003454,"diphtheria toxoid vaccine, inactivated 13.4 UNT/ML",798305
